credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,debt_consolidation,1.426,343.06,1.112.726.298,15.63,682,5.039.958.333,876,25,1,0,0,0
1,debt_consolidation,1.461,344.76,1.030.895.266,11.36,672,2.429.958.333,10544,57,1,2,0,0
1,credit_card,1.183,149.11,1.093.310.697,15.39,707,4350,4624,17.6,0,0,0,0
1,all_other,1.253,83.67,1.096.812.932,16.41,682,5.759.958.333,22107,80.1,3,0,0,0
1,all_other,859,189.67,1.089.673.933,11.98,742,3.929.958.333,10275,43.9,0,0,0,0
1,major_purchase,1.287,302.7,1.111.382.009,15.85,692,3.209.958.333,22002,81.2,3,0,0,0
1,all_other,774,218.54,1.030.895.266,8.28,777,8490,0,0,0,0,0,0
1,debt_consolidation,1.322,304.21,1.141.751.528,9.81,692,6.839.958.333,19262,85.6,1,1,0,0
1,debt_consolidation,1.913,220.33,1.113.093.271,16.81,662,1500,7843,98,1,0,0,0
1,debt_consolidation,1.148,494.53,1.165.268.741,22.88,737,1.400.995.833,50282,10.9,0,0,0,0
1,all_other,894,270.06,1.083.958.091,14.26,737,2.729.958.333,9304,49.8,2,0,0,0
1,small_business,1.322,84.51,1.140.756.495,1.31,787,5.399.958.333,18373,0,0,0,0,0
1,home_improvement,1.183,397.61,1.142.118.511,6.67,747,8070,11107,42.6,4,0,0,0
1,debt_consolidation,1.635,628.86,1.135.040.654,19.23,667,3630,20300,78.7,1,0,0,0
1,debt_consolidation,1.148,290.13,1.051.856.508,10.12,722,5.699.958.333,13884,38.7,0,0,0,0
1,credit_card,1.704,713.49,1.210.071.213,10.9,677,4860,51497,90.3,2,0,1,0
1,debt_consolidation,1.218,333,1.153.272.809,13.96,747,5132,30932,41,4,0,0,0
1,debt_consolidation,1.461,51.72,1.077.895.629,7.25,667,3780,3820,93.2,2,1,0,0
1,credit_card,1.392,54.62,111.844.214,17.65,667,3960,40106,80.4,0,0,0,0
1,major_purchase,1.461,689.51,1.165.268.741,1.82,767,5821,1,0,2,0,0,0
1,debt_consolidation,859,221.28,1.059.663.473,6.87,747,3240,7136,21.3,2,0,0,0
1,debt_consolidation,1.287,322.88,1.165.268.741,24.56,692,4.919.958.333,49128,61.4,1,1,0,0
1,all_other,859,214.16,1.166.137.995,0.89,807,6900,1890,2.3,0,0,0,0
1,debt_consolidation,1.253,133.87,1.091.508.846,03.01,702,2970,3888,74.8,0,0,0,0
1,debt_consolidation,894,317.72,1.166.992.921,7.88,737,4680,27400,44.1,1,0,0,0
1,debt_consolidation,774,312.19,1.051.867.319,16.02,772,5070,15520,52.6,0,0,0,0
1,debt_consolidation,1.426,686.12,1.128.983.191,21.19,692,1.046.995.833,11035,43.1,2,1,0,0
1,small_business,1.392,273.1,1.053.828.582,5.88,772,3360,2195,24.1,2,0,0,1
1,debt_consolidation,167,710.03,1.140.756.495,21.8,697,6.359.958.333,39926,78.3,0,0,0,0
1,all_other,894,76.26,1.003.407.712,17.06,772,6.390.958.333,8043,29.2,0,0,0,0
1,all_other,1.322,169.01,1.058.405.595,1.12,682,3990,1536,15.8,1,0,0,0
1,credit_card,1.148,150.84,9.740.968.623,18.14,732,2880,10934,65.5,0,0,0,0
1,small_business,1.426,343.06,1.145.635.511,11.63,742,1.154.995.833,63567,70.2,3,0,0,0
1,home_improvement,1.635,158.99,1.122.524.339,12.94,667,3390,2453,94.3,1,1,0,0
1,credit_card,74,186.36,1.160.823.564,12.86,787,9484,63621,13.2,0,0,0,0
1,debt_consolidation,1.183,662.68,1.176.756.768,16.51,732,5.699.958.333,23727,31.3,0,0,0,0
1,debt_consolidation,894,381.26,1.094.425.884,7.42,757,3.509.958.333,7141,24.3,0,0,0,0
1,credit_card,859,316.11,113.736.634,2.62,752,3602,10045,33.4,1,0,0,0
1,debt_consolidation,1.253,441.76,1.074.926.998,7.98,712,7.229.958.333,10683,70.3,1,0,0,0
1,debt_consolidation,1.253,401.6,1.100.209.984,19.32,717,3600,14855,82.1,1,0,0,1
1,debt_consolidation,1.287,538.14,10.858.999,12.48,712,4320,15499,74.9,0,0,0,0
1,home_improvement,894,285.95,1.089.673.933,9.38,742,7.529.958.333,59968,74.6,1,0,0,0
1,debt_consolidation,1.183,530.15,1.062.609.644,10.75,727,3.209.958.333,16849,39.8,2,0,0,0
1,home_improvement,1.357,679.37,1.151.292.546,18.81,747,3630,0,0,6,0,0,0
1,debt_consolidation,1.183,198.81,1.012.647.109,20.65,717,2.373.958.333,0,0,3,0,0,0
1,all_other,774,62.44,1.083.958.091,6.45,752,3.479.958.333,0,0,3,0,0,0
1,major_purchase,774,308.29,1.091.501.573,09.01,782,7.199.958.333,9040,12.8,0,0,0,0
1,home_improvement,1.183,119.29,1.170.354.582,15.14,702,7.529.958.333,25998,74.6,1,0,0,0
1,debt_consolidation,894,349.49,1.066.895.539,11,742,8.879.958.333,2140,5.4,0,1,0,0
1,all_other,1.531,233.27,1.022.557.105,3.78,667,3300,4200,56,1,0,0,0
1,debt_consolidation,1.426,686.12,1.159.819.449,13.43,702,6.449.958.333,30497,93.8,0,0,1,1
1,debt_consolidation,1.461,260.29,9.967.588.478,17.61,687,3.209.958.333,10948,96.9,0,0,0,0
1,all_other,1.218,166.5,1.111.988.288,14.99,697,3.874.958.333,1461,23.2,1,1,1,0
1,home_improvement,1.114,393.65,1.135.040.654,6.58,752,5880,0,0,0,0,0,0
1,all_other,859,189.67,10.858.999,21.6,732,3240,10813,14.9,2,0,0,0
1,debt_consolidation,1.635,706.59,1.149.516.874,9.19,677,3600,12129,83.1,0,0,0,0
1,credit_card,1.392,163.86,1.093.310.697,8.78,702,3.842.958.333,4645,96.8,2,0,0,0
1,credit_card,1.322,338.01,1.077.895.629,22.43,687,2190,5082,37.6,0,0,0,0
1,credit_card,894,330.43,1.051.867.319,8.37,737,5190,24416,36.7,0,0,0,0
1,educational,1.114,164.02,1.030.895.266,10.32,732,1530,2350,7.9,1,0,0,0
1,credit_card,1.114,328.04,1.016.600.565,6.55,732,2580,9027,37.6,1,0,0,0
1,all_other,894,311.37,1.122.524.339,2.85,762,4.200.958.333,8922,40.6,1,0,0,0
1,debt_consolidation,894,266.89,1.091.508.846,6.52,737,2.819.958.333,7883,45.6,0,0,0,0
1,debt_consolidation,1.114,368.22,1.088.911.776,8.89,732,3600,13243,68.2,2,0,0,0
1,credit_card,859,347.72,1.016.585.182,16.06,767,7.532.958.333,12706,22.4,0,0,0,0
1,debt_consolidation,1.148,131.88,1.071.894.086,21.48,742,3708,2529,11.7,1,0,0,0
1,major_purchase,1.114,82.01,1.091.370.569,6.34,722,4.649.958.333,1882,11.3,0,0,0,0
1,debt_consolidation,0.16,527.36,1.066.886.237,15.57,667,4051,16430,80.1,2,0,0,0
1,debt_consolidation,1.148,659.37,1.083.860.004,9.19,762,4350,14818,26.3,0,0,0,0
1,debt_consolidation,1.183,424.12,1.046.310.334,11.66,717,4110,13608,49.1,3,0,0,0
1,credit_card,894,170.78,1.184.877.608,15.13,727,9120,74809,58.7,0,0,0,0
1,credit_card,1.218,199.8,1.071.441.777,14.43,702,4770,8978,88,2,0,0,0
1,debt_consolidation,1.635,565.27,1.128.978.191,9.63,692,3270,17199,98.3,1,0,0,0
1,all_other,1.218,49.95,9.798.127.037,14.4,687,4.619.958.333,7994,62.9,0,0,0,1
1,debt_consolidation,1.635,367.43,1.046.321.762,17.45,662,2.339.958.333,13373,86.8,1,0,0,0
1,debt_consolidation,1.392,170.69,1.119.821.472,21.68,672,4320,38436,84.7,0,0,0,1
1,all_other,859,205.47,1.133.260.191,11.48,737,2190,1653,6.6,1,0,0,0
1,small_business,1.843,188.22,101.266.311,20.64,662,3780,16177,67.6,2,0,0,0
1,educational,859,110.64,9.472.396.897,0,727,6540,11717,32.6,2,0,0,1
1,credit_card,1.704,356.75,1.169.524.702,10.67,662,2.039.958.333,15575,97.3,0,0,0,0
1,debt_consolidation,1.461,689.51,1.133.857.208,15.8,682,3.899.958.333,68723,30.6,2,0,0,0
1,debt_consolidation,1.357,366.86,1.073.639.668,2.77,717,2221,5911,15.3,1,0,0,1
1,major_purchase,774,156.1,109.331.784,5.12,777,4830,33215,65.1,2,0,0,0
1,debt_consolidation,1.253,301.2,1.059.663.473,14.46,692,3630,11786,42.2,0,0,0,0
1,all_other,1.426,41.17,1.081.977.828,14.54,672,3.179.958.333,16653,94.1,2,0,0,0
1,all_other,1.426,411.67,106.454.249,1.34,687,5.279.958.333,4611,36.9,1,1,0,0
1,all_other,1.357,509.53,110.279.625,15.42,712,2.849.958.333,6724,27.1,0,0,0,0
1,credit_card,1.183,106.03,1.091.018.556,20.96,702,3630,16948,83.5,0,0,0,0
1,all_other,74,93.18,1.077.895.629,2.8,762,1.403.995.833,3771,14.7,0,0,0,0
1,major_purchase,894,47.66,1.034.174.248,8.52,717,3960,1649,6,0,0,0,0
1,all_other,74,62.12,1.115.625.052,18.31,762,5.729.958.333,31305,46.8,1,0,0,0
1,debt_consolidation,894,285.95,1.083.486.392,21.49,737,2910,2695,38.5,1,0,0,0
1,debt_consolidation,1.114,246.03,1.030.895.266,17.52,722,2.819.958.333,2639,21.3,2,0,0,0
1,debt_consolidation,1.322,546.73,1.106.663.836,10.13,707,7080,12247,45.5,1,0,0,0
1,home_improvement,1.322,270.41,1.126.446.411,14.66,682,3960,2135,41.9,2,0,0,0
1,debt_consolidation,859,145.41,1.085.892.207,11.91,737,4140,4429,15.6,1,0,0,0
1,small_business,1.843,545.55,1.046.310.334,8.78,677,8.279.958.333,479,20,1,3,0,0
1,debt_consolidation,1.322,676.02,1.124.457.532,17.36,707,3960,991,34.2,1,0,0,0
1,all_other,894,305.01,1.135.040.654,12.01,742,5.039.958.333,47474,56.1,0,0,0,1
1,debt_consolidation,1.183,165.67,116.421.978,13.63,707,3690,56128,84.4,0,0,0,0
1,debt_consolidation,894,476.58,1.103.939.563,7.78,792,7.118.958.333,13316,33.3,1,0,0,0
1,all_other,1.183,33.14,1.083.958.091,16.8,707,5101,8035,37.9,3,0,0,0
1,debt_consolidation,1.253,401.6,1.126.446.411,18.89,702,6930,15074,59.6,0,0,0,0
1,debt_consolidation,1.287,437.24,1.066.895.539,14.93,717,4410,49,3.3,2,0,0,0
1,all_other,774,93.66,1.162.621.844,15.26,737,10680,32380,64.2,2,0,0,0
1,debt_consolidation,1.183,662.68,111.844.214,13.8,747,4.229.958.333,15968,28.6,4,0,0,0
1,major_purchase,1.183,497.01,1.235.879.373,8.53,727,4.920.958.333,23474,38.1,1,0,0,0
1,debt_consolidation,894,317.72,1.103.488.966,14.37,757,1950,1176,4.5,0,0,0,0
1,debt_consolidation,1.253,669.33,1.047.344.963,16.97,727,3.149.958.333,20708,54.6,0,0,0,0
1,home_improvement,74,68.33,1.096.819.829,1.43,772,5490,441,2.8,2,0,0,0
1,debt_consolidation,1.357,271.75,1.179.539.397,17.68,682,11340,55045,85.2,0,1,0,0
1,all_other,1.426,68.62,1.031.304.428,15.38,662,2.819.958.333,3759,80,0,1,0,0
1,all_other,0.16,123.06,1.020.359.214,8.89,677,2.009.958.333,5869,99.5,0,0,0,0
1,credit_card,1.183,662.68,1.133.857.208,15.91,767,5.406.958.333,12870,12.1,4,0,0,0
1,debt_consolidation,859,126.45,1.008.580.911,21.85,737,2250,1733,10.9,1,0,0,0
1,small_business,1.913,73.45,1.081.977.828,17.28,677,3996,11132,98.5,1,1,0,1
1,debt_consolidation,894,317.72,1.091.508.846,19.75,742,9.031.958.333,12377,39.7,3,0,0,0
1,all_other,894,508.35,1.169.524.702,23.1,782,6.389.958.333,78633,31.7,1,0,0,0
1,home_improvement,859,158.06,124.292.002,6.29,737,6.484.958.333,8101,70.4,2,0,0,0
1,all_other,1.114,216.51,1.060.162.227,2.87,727,1.679.958.333,8164,21.1,2,0,0,0
1,debt_consolidation,894,428.13,1.124.504.602,18.7,747,5.639.958.333,33660,45,0,0,0,0
1,debt_consolidation,1.322,507.01,1.081.977.828,13.42,692,2.369.958.333,14956,70.1,2,0,0,0
1,debt_consolidation,1.392,682.74,1.135.040.654,11.55,697,5220,17250,78.3,2,1,0,0
1,debt_consolidation,1.496,207.87,10.858.999,15.65,662,5461,1824,67.6,0,2,0,0
1,credit_card,1.148,296.72,1.071.441.777,18.93,717,5.039.958.333,14576,72.2,0,0,0,0
1,all_other,894,381.26,1.100.209.984,15.86,792,8100,498,0.4,0,0,0,0
1,all_other,1.392,273.1,1.122.524.339,19.87,677,8160,16410,37.2,0,1,1,0
1,major_purchase,1.114,262.43,9.968.338.525,17.71,772,2160,954,14.7,4,0,0,1
1,home_improvement,1.322,108.17,1.140.756.495,12.08,677,13500,7479,82.9,2,0,0,0
1,all_other,859,151.73,10.858.999,4.41,767,5250,115,0.5,2,0,0,0
1,all_other,1.357,203.82,1.096.812.932,9.37,692,1410,902,20,1,0,0,0
1,all_other,859,316.11,1.049.127.422,16,752,5190,11185,24.9,1,0,0,0
1,debt_consolidation,1.496,110.87,1.095.954.023,20.43,672,5130,6552,95.4,1,1,0,0
1,credit_card,1.426,130.37,1.158.988.651,13.75,667,6240,8413,75.1,3,0,0,0
1,all_other,894,444.81,1.100.209.984,20.82,757,8.985.958.333,946,18.9,1,0,0,0
1,debt_consolidation,1.218,166.5,1.020.359.214,9.78,707,1530,5740,61.1,0,0,0,0
1,educational,1.322,135.21,1.081.977.828,01.08,702,1770,1503,16.3,0,0,0,0
1,debt_consolidation,1.253,669.33,1.161.964.306,11.36,717,7350,35173,69.4,0,0,0,0
1,debt_consolidation,1.635,559.97,1.093.310.697,22.84,662,8.585.958.333,14958,71.6,0,0,0,1
1,debt_consolidation,859,158.06,9.903.487.553,14.16,752,3660,5267,42.8,0,0,0,0
1,debt_consolidation,894,403.5,1.115.625.052,13.63,762,4.889.958.333,21908,28.8,3,0,0,0
1,all_other,1.218,249.75,111.124.479,4.66,707,1770,2370,17.8,2,0,0,0
1,debt_consolidation,1.426,411.67,1.093.310.697,14.55,677,1890,8394,48.8,2,0,0,0
1,all_other,1.426,144.09,1.102.698.756,12.11,667,3.869.958.333,1506,34.2,0,3,0,1
1,educational,894,190.63,1.059.663.473,2.91,732,3.149.958.333,7198,32,0,0,0,1
1,small_business,1.461,413.71,1.151.292.546,05.05,767,3.149.958.333,125,0.4,2,0,0,0
1,debt_consolidation,0.16,351.58,1.073.639.668,14.3,692,1.984.958.333,9729,98.3,0,0,0,0
1,debt_consolidation,894,95.32,1.133.806.004,23.05,717,8.339.958.333,14040,67.2,0,0,0,0
1,all_other,1.496,86.62,1.098.529.272,9.66,662,5.999.958.333,19487,86.6,3,1,0,0
1,debt_consolidation,1.287,201.8,1.128.978.191,13.05,687,3030,9640,49.9,0,0,1,0
1,all_other,74,74.55,1.109.741.002,5.89,777,3030,151,4.9,0,0,0,0
1,small_business,1.635,353.3,112.515.607,11.52,732,5.009.958.333,35873,94.4,3,0,0,0
1,small_business,1.496,97.01,1.139.639.165,20.95,712,5910,33167,87.5,0,0,0,0
1,debt_consolidation,1.357,339.69,1.148.246.626,16.96,682,3.839.958.333,9063,26.1,1,3,0,0
1,debt_consolidation,74,31.06,1.114.186.178,6.65,767,7080,8542,14.8,0,0,0,0
1,educational,774,31.22,1.027.505.111,21.52,737,3.179.958.333,3292,42.8,1,0,0,0
1,all_other,1.287,168.17,1.059.653.473,3,712,1200,4009,38.5,0,0,0,0
1,all_other,1.843,290.96,105.635.432,9.86,667,2520,298,99.3,0,0,1,1
1,all_other,1.253,100.4,1.107.720.731,15.9,697,8.999.958.333,16183,32.8,0,2,0,0
1,small_business,1.774,164.8,9.305.650.552,8.84,692,1.349.958.333,0,0,1,0,0,0
1,major_purchase,1.114,393.65,1.020.359.214,17.82,742,3720,21312,29.2,0,0,0,1
1,all_other,1.322,67.61,1.091.508.846,9.77,672,5250,1083,77.4,3,0,0,0
1,debt_consolidation,1.392,257.74,1.059.663.473,22.05,682,4469,24604,91.8,0,0,0,0
1,debt_consolidation,1.253,669.33,1.095.940.109,20.68,722,4.709.958.333,18996,77.9,1,0,0,0
1,debt_consolidation,1.461,330.97,106.454.249,15.09,672,3240,10565,80.7,0,0,0,0
1,all_other,894,190.63,1.115.625.052,9.46,732,4.681.958.333,19298,35.5,2,0,0,0
1,credit_card,1.774,720.42,1.169.524.702,18.34,702,1.190.995.833,50307,75,0,0,0,0
1,debt_consolidation,1.253,401.6,1.079.949.394,9.92,707,3.539.958.333,13107,51.4,0,0,0,0
1,debt_consolidation,1.218,666,1.091.501.573,13.79,727,3.899.958.333,16947,66.2,1,0,0,0
1,debt_consolidation,894,381.26,1.046.561.447,11.01,757,8.579.958.333,13819,36.9,0,0,0,0
1,credit_card,705,46.35,1.071.441.777,16.24,792,4020,18830,52,0,0,0,0
1,home_improvement,774,156.1,1.062.132.735,17.68,752,3390,1757,9.3,1,0,0,0
1,small_business,167,532.53,1.147.210.347,07.05,722,4140,3146,46.4,2,0,0,0
1,home_improvement,1.183,662.68,111.844.214,2.55,742,4.649.958.333,11518,15.4,3,0,0,0
1,debt_consolidation,859,316.11,1.062.132.735,10.92,757,5160,6999,9.8,1,0,0,0
1,home_improvement,1.183,115.97,1.095.080.655,24.11,707,3030,2979,14.2,1,1,0,0
1,debt_consolidation,894,352.67,1.132.055.357,21.53,737,5.759.958.333,46429,56.1,0,0,0,0
1,debt_consolidation,1.322,324.49,1.169.524.702,4.91,692,4.619.958.333,1664,87.6,1,0,0,0
1,debt_consolidation,1.114,472.38,1.165.268.741,11.3,732,3930,28541,41.3,0,0,0,0
1,debt_consolidation,74,201.89,9.798.127.037,14.13,772,7.169.958.333,6954,25.3,0,0,0,0
1,home_improvement,74,31.06,1.030.895.266,0,772,5.729.958.333,11108,46.5,0,0,0,0
1,debt_consolidation,894,190.63,1.100.209.984,23.18,732,3.539.958.333,22323,29,0,0,0,0
1,all_other,774,99.9,1.071.441.777,17.33,737,7050,12719,39.9,1,0,0,0
1,home_improvement,1.322,101.41,101.266.311,3.5,682,1530,2351,24,1,0,0,0
1,debt_consolidation,1.357,679.37,109.331.784,20.03,707,5.999.958.333,28296,70.7,1,0,0,0
1,credit_card,859,72.71,1.057.131.693,0.98,742,2580,1868,22.8,1,0,0,0
1,debt_consolidation,894,158.86,1.046.321.762,15.02,727,2250,3657,10,0,0,0,0
1,debt_consolidation,1.531,696.31,1.144.678.566,23.79,702,4410,59980,95.5,0,0,0,0
1,debt_consolidation,1.287,504.5,1.165.268.741,8.35,702,6.089.958.333,12152,54.2,2,0,1,0
1,all_other,1.218,266.4,1.030.895.266,4.16,737,2550,5820,48.5,0,0,0,0
1,debt_consolidation,1.322,169.01,9.903.487.553,10.14,687,6.749.958.333,5881,82.8,3,0,1,0
1,debt_consolidation,859,227.6,1.162.735.176,13.89,767,2880,600,2.4,1,0,0,0
1,credit_card,894,190.63,1.020.359.214,17.73,757,4.619.958.333,20873,28.4,2,0,0,1
1,credit_card,1.322,608.42,1.177.528.973,16.99,702,6540,33756,82.3,0,0,0,0
1,credit_card,774,52.3,9.903.487.553,4.68,732,3030,2927,27.9,0,0,0,0
1,debt_consolidation,1.287,174.9,1.096.819.829,10.28,687,2160,2564,19.4,3,0,0,0
1,debt_consolidation,1.322,255.2,1.049.949.037,13.49,682,2.729.958.333,13847,74.4,0,0,0,1
1,all_other,894,317.72,1.104.078.195,14.78,742,4.229.958.333,1947,29.1,2,1,0,0
1,home_improvement,774,280.97,106.454.249,2.69,797,13111,5689,6.2,0,0,0,0
1,debt_consolidation,1.183,530.15,1.081.985.828,19.03,747,3600,10740,40.4,4,0,0,0
1,all_other,774,78.05,106.454.249,6.49,737,6.359.958.333,967,10.1,1,0,0,0
1,all_other,1.148,72.54,1.059.663.473,14.55,732,1.289.958.333,1959,9.8,0,0,0,0
1,debt_consolidation,1.287,622.22,1.103.495.418,11.84,707,3690,9530,46,0,0,0,0
1,debt_consolidation,859,366.68,1.105.089.001,18.02,777,5.009.958.333,29568,52.3,0,0,0,0
1,credit_card,774,218.54,1.158.988.651,12.69,762,8820,5872,21.4,0,0,0,0
1,all_other,894,317.72,1.012.647.109,13.68,742,4080,18478,37.1,1,0,0,0
1,home_improvement,1.357,254.77,1.150.795.312,13.28,682,5.399.958.333,28384,89,2,0,0,0
1,debt_consolidation,1.426,240.15,1.115.625.052,18.82,692,5490,16120,96.5,3,0,0,0
1,debt_consolidation,859,267.11,106.454.249,17.37,752,4410,8493,58.7,1,0,0,0
1,debt_consolidation,774,216.97,1.037.349.118,22.73,752,1.124.995.833,18512,57.1,0,0,0,0
1,educational,1.322,338.01,1.100.209.984,9.54,692,2250,2263,17.7,0,3,0,0
1,debt_consolidation,1.253,401.6,1.081.977.828,16.08,712,5430,15244,66.6,0,0,1,0
1,home_improvement,1.218,499.5,1.147.097.784,8.7,772,5160,2139,30.6,2,0,0,0
1,debt_consolidation,1.218,399.6,1.128.978.191,24.88,712,5070,6950,16.6,0,0,1,0
1,home_improvement,1.218,666,1.115.625.052,14.31,722,3000,2292,5.4,1,1,0,0
1,debt_consolidation,1.114,492.06,1.051.053.203,14.19,752,5.369.958.333,2855,25.3,2,0,0,0
1,debt_consolidation,1.148,659.37,1.104.132.055,18.4,767,10920,33184,48,0,0,0,0
1,all_other,1.148,98.91,10.858.999,21.72,707,4410,11791,63.7,0,0,0,0
1,debt_consolidation,859,221.28,1.100.443.046,22.73,742,2550,8441,18.8,2,0,0,0
1,debt_consolidation,1.357,339.69,1.158.988.651,15.74,702,3990,23464,31.1,1,0,0,0
1,debt_consolidation,1.148,626.41,104.341.158,17.44,752,4802,25008,36,0,0,0,0
1,major_purchase,774,312.19,1.089.673.933,9.11,792,9.029.958.333,89252,6.4,0,0,0,0
1,credit_card,1.183,430.75,1.165.268.741,4.17,717,2610,1731,9,3,2,0,0
1,all_other,894,57.19,1.122.524.339,24.21,722,4.289.958.333,39900,70.3,0,0,0,0
1,debt_consolidation,1.114,32.81,1.149.272.276,11.64,707,5.759.958.333,10333,28.2,1,1,0,0
1,debt_consolidation,1.183,430.75,1.093.310.697,11.87,722,5580,10915,34.5,1,0,0,0
1,debt_consolidation,74,186.36,1.165.268.741,6.4,772,4.949.958.333,13242,23,0,0,0,0
1,debt_consolidation,1.148,659.37,1.216.525.065,6.62,757,5100,26330,28.6,1,0,0,1
1,debt_consolidation,1.392,324.31,1.030.895.266,15.92,692,4.319.958.333,23616,49.4,3,0,0,0
1,credit_card,1.183,265.08,1.108.220.409,8.12,732,4.259.958.333,43799,87.8,2,0,0,0
1,debt_consolidation,1.287,215.26,1.173.606.902,9.9,697,5.399.958.333,2165,36.1,2,0,1,0
1,small_business,1.565,122.46,1.108.214.255,2.51,732,4080,1450,9.2,0,0,0,0
1,all_other,1.531,208.9,1.043.399.815,7.31,667,3600,0,0,1,0,0,0
1,debt_consolidation,774,156.1,1.031.890.299,12.91,752,8.973.958.333,15813,75.7,0,0,0,0
1,small_business,1.635,176.65,1.081.977.828,7.2,747,1860,1340,7.2,1,0,0,1
1,debt_consolidation,774,142.83,1.126.446.411,17.94,762,6270,112055,33.5,1,0,0,0
1,all_other,1.148,138.47,1.078.931.908,18.06,707,2550,3522,33.2,1,1,0,0
1,debt_consolidation,894,441.63,103.011.503,17.66,747,1.001.995.833,25716,73.9,0,0,0,0
1,debt_consolidation,1.774,720.42,1.131.447.453,2.87,677,4.290.958.333,9603,51.9,0,1,0,1
1,debt_consolidation,1.253,267.74,1.059.653.473,13.62,717,4710,29140,64,2,0,0,0
1,debt_consolidation,894,540.12,1.108.214.255,12.89,772,1.088.995.833,9242,18.1,1,0,0,0
1,all_other,859,126.45,1.105.089.001,16.97,742,5.675.958.333,2187,25.7,0,0,0,0
1,debt_consolidation,1.148,468.16,1.126.446.411,23.17,727,4.200.958.333,31236,42.3,1,0,0,0
1,all_other,894,317.72,1.081.977.828,7.56,757,4000,0,0,0,0,0,0
1,credit_card,1.218,299.7,110.184.488,19.77,702,3990,40781,76.9,0,0,0,1
1,debt_consolidation,1.114,656.07,1.191.839.057,0.82,792,7.499.958.333,4363,10.5,1,0,0,1
1,debt_consolidation,1.426,686.12,1.197.035.031,16.42,692,7.589.958.333,77324,75.9,0,0,0,0
1,debt_consolidation,1.218,532.8,1.140.756.495,13.68,717,3.809.958.333,5630,17.8,2,0,0,0
1,debt_consolidation,1.253,173.19,9.952.277.717,22.86,692,7290,8688,67.3,0,0,0,1
1,all_other,894,95.32,1.003.451.581,0.79,727,2550,208,3.5,1,0,0,0
1,debt_consolidation,1.287,269.07,1.030.895.266,9.52,692,3.154.958.333,7261,51.9,0,0,1,0
1,debt_consolidation,1.183,596.41,1.166.137.995,8.22,747,7440,71965,76.6,4,0,0,0
1,all_other,894,158.86,1.091.501.573,20.14,727,6.029.958.333,22652,53.3,3,0,0,0
1,debt_consolidation,1.114,344.44,1.089.295.439,19.63,732,6720,9020,64.4,3,0,0,0
1,small_business,1.461,634.35,1.170.354.582,13.09,752,7.229.958.333,14375,17.5,0,0,0,0
1,credit_card,1.496,426.14,111.844.214,6.43,667,5880,5422,46.7,1,0,0,0
1,debt_consolidation,1.461,689.51,1.105.089.001,14.72,687,2.789.958.333,8004,66.1,0,0,0,0
1,debt_consolidation,1.461,344.76,10.727.663,22.03,672,4.679.958.333,4232,27.1,1,0,0,0
1,small_business,0.16,421.89,1.146.163.217,11.86,702,6330,34057,63.9,3,0,0,1
1,debt_consolidation,1.253,267.74,1.071.441.777,11.57,697,5070,9929,32.4,1,2,0,0
1,educational,774,74.93,1.064.927.462,11.47,757,7380,13852,24.5,0,0,0,0
1,major_purchase,1.114,328.04,1.144.035.477,13.03,727,3030,5960,43.8,0,0,0,0
1,all_other,774,156.1,1.103.488.966,14.4,752,8370,15489,35.4,1,0,0,0
1,debt_consolidation,1.183,430.75,115.806.215,13.2,717,3270,38433,56.5,1,0,0,0
1,all_other,1.148,659.37,1.135.040.654,10.07,792,2940,760,1.9,0,0,0,0
1,debt_consolidation,1.183,533.46,1.115.625.052,10.89,732,3600,15942,40.9,3,0,0,0
1,debt_consolidation,894,285.95,1.071.308.355,16.72,737,3720,8654,24.6,0,0,0,0
1,small_business,1.496,207.87,1.135.040.654,11.55,762,4.289.958.333,5341,0,0,0,0,0
1,debt_consolidation,1.461,689.51,1.085.892.207,14.84,682,3690,20916,65.6,1,0,0,0
1,educational,1.357,611.44,1.122.524.339,2.85,692,4770,4389,7.7,3,0,0,0
1,credit_card,1.183,78.7,1.100.209.984,16.48,697,6.839.958.333,3689,22.2,2,0,0,0
1,credit_card,1.392,682.74,1.232.385.568,11.37,697,4.589.958.333,56558,72.1,0,0,0,0
1,credit_card,1.253,200.8,1.046.310.334,23.07,687,5100,3334,23.5,0,0,0,0
1,all_other,894,413.03,1.177.528.973,0.05,802,6.809.958.333,2563,8.8,0,0,0,0
1,all_other,1.565,262.4,1.040.426.284,11.93,672,1470,1140,54.3,0,0,0,0
1,small_business,1.635,565.27,1.081.977.828,0.36,722,1.754.958.333,640,3.9,3,0,0,0
1,home_improvement,167,710.03,1.126.446.411,24.6,677,1.748.958.333,0,49.63,1,0,0,1
1,major_purchase,1.218,466.2,1.232.385.568,16.65,717,6.389.958.333,37629,87.1,1,0,0,0
1,credit_card,1.426,343.06,1.177.528.973,7.5,677,2580,12907,52.9,3,2,0,0
1,debt_consolidation,1.704,642.14,11.678.406,17.74,672,5160,18938,53.8,1,1,0,0
1,debt_consolidation,894,368.55,1.074.849.708,12.35,752,3300,1061,10.1,0,0,0,0
1,home_improvement,859,363.52,1.030.895.266,1.8,792,7.889.958.333,2324,5.7,0,0,0,0
1,debt_consolidation,1.565,554.53,1.091.508.846,22.84,672,4.619.958.333,22684,89.9,0,0,0,1
